gene	mid	chrom	start	end
PPIH	43133262.5	1	43124096	43142429
YBX1	43158059	1	43148098	43168020
CLDN19	43202344.5	1	43198764	43205925
P3H1	43222380.5	1	43212006	43232755
LEPRE1	43222364.5	1	43212044	43232685
C1orf50	43239049.5	1	43232940	43245159
AC098484.3	43246563.5	1	43232963	43260164
TMEM269	43266484	1	43250678	43282290
SVBP	43277823	1	43272723	43282923
CCDC23	43277825	1	43272725	43282925
ERMAP	43296711.5	1	43282759	43310664
ZNF691	43315196	1	43312244	43318148
SLC2A1	43407946.5	1	43391046	43424847
SLC2A1-AS1	43436874.5	1	43424718	43449031
FAM183A	43616445.5	1	43610824	43622067
EBNA1BP2	43683226.5	1	43629846	43736607
WDR65	43678924.5	1	43637818	43720031
CFAP57	43678924.5	1	43637820	43720029
TMEM125	43737669	1	43735665	43739673
C1orf210	43749421	1	43747554	43751288
TIE1	43777721.5	1	43766664	43788779
MPL	43810981.5	1	43803520	43818443
CDC20	43826750	1	43824626	43828874
ELOVL1	43831406.5	1	43829068	43833745
MED8	43852533.5	1	43849588	43855479
SZT2	43887735.5	1	43855553	43919918
HYI	43918167	1	43916674	43919660
PTPRF	44040097.5	1	43990858	44089337
AL451062.3	44256253	1	44115820	44396686
KDM4A	44143507.5	1	44115829	44171186
ST3GAL3	44284166	1	44171495	44396837
ARTN	44400952.5	1	44398992	44402913
IPO13	44423152.5	1	44412611	44433694
DPH2	44437356.5	1	44435672	44439041
ATP6V0B	44442063	1	44440159	44443967
B4GALT2	44450728.5	1	44444615	44456842
CCDC24	44459615.5	1	44457031	44462200
SLC6A9	44477155.5	1	44457172	44497139
RP5-1198O20.4	44540123.5	1	44509598	44570649
KLF17	44592667	1	44584522	44600812
KLF18	44605398	1	44603493	44607303
DMAP1	44682740	1	44679127	44686353
ERI3	44753837	1	44686742	44820932
RNF220	44994131	1	44870866	45117396
TMEM53	45120568.5	1	45100910	45140227
ARMH1	45165813.5	1	45140364	45191263
C1orf228	45165824	1	45140383	45191265
KIF2C	45219464.5	1	45205490	45233439
RPS8	45242687	1	45240923	45244451
BEST4	45251317	1	45249257	45253377
PLK3	45268779.5	1	45265897	45271662
TCTEX1D4	45271966	1	45271585	45272347
BTBD19	45277705.5	1	45274154	45281257
PTCH2	45297125.5	1	45285516	45308735
EIF2B3	45384294	1	45316194	45452394
HECTD3	45472606.5	1	45468212	45477001
UROD	45479533	1	45477819	45481247
ZSWIM5	45626976	1	45482071	45771881
HPDL	45793391	1	45792577	45794205
MUTYH	45800488.5	1	45794835	45806142
TOE1	45807494.5	1	45805342	45809647
TESK2	45883196.5	1	45809555	45956838
CCDC163	45962644.5	1	45959538	45965751
CCDC163P	45963704	1	45961881	45965527
MMACHC	45972389.5	1	45965725	45979054
PRDX1	45982713.5	1	45976708	45988719
AKR1A1	46025968	1	46016215	46035721
NASP	46067047	1	46049518	46084576
CCDC17	46087722.5	1	46085716	46089729
GPBP1L1	46123380.5	1	46092976	46153785
TMEM69	46156500.5	1	46152886	46160115
IPP	46188159	1	46159996	46216322
MAST2	46377227.5	1	46252659	46501796
PIK3R3	46552260	1	46505812	46598708
AL358075.4	46575746.5	1	46509333	46642160
TSPAN1	46646187.5	1	46640745	46651630
AL672043.1	46641654	1	46641158	46642150
POMGNT1	46670165.5	1	46654354	46685977
LURAP1	46677969.5	1	46669006	46686933
RAD54L	46728752.5	1	46713360	46744145
LRRC41	46748074	1	46726868	46769280
UQCRH	46775875.5	1	46769303	46782448
NSUN4	46818336.5	1	46805849	46830824
FAAH	46869728.5	1	46859937	46879520
RP5-1109J22.1	46906505	1	46901815	46911195
RP5-1109J22.2	46913860.5	1	46912343	46915378
LINC00505	46934821	1	46921493	46948149
DMBX1	46976283	1	46972668	46979898
AL136373.1	47003739.5	1	46997838	47009641
MKNK1-AS1	47020147.5	1	47004366	47035929
KNCN	47014257.5	1	47011316	47017199
MKNK1	47052797.5	1	47023080	47082515
MOB3C	47077975	1	47073387	47082563
ATPAF1	47118974	1	47098409	47139539
TEX38	47136896.5	1	47134527	47139266
EFCAB14	47162783.5	1	47140831	47184736
CYP4B1	47254297.5	1	47223510	47285085
CYP4Z2P	47337438	1	47308765	47366111
CYP4A11	47401002.5	1	47394849	47407156
CYP4X1	47502831.5	1	47489240	47516423
CYP4Z1	47558575.5	1	47533160	47583991
CYP4A22	47609260	1	47603107	47615413
PDZK1IP1	47652990.5	1	47649265	47656716
TAL1	47689927	1	47681962	47697892
STIL	47747815	1	47715811	47779819
CMPK1	47821990	1	47799469	47844511
RP11-511I2.2	47860374.5	1	47846598	47874151
FOXE3	47882734	1	47881744	47883724
FOXD2	47904026	1	47901689	47906363
AL591415.1	48086807	1	48086763	48086851
TRABD2B	48344383.5	1	48226200	48462567
FLJ00388	48227134.5	1	48226979	48227290
RP4-683M8.2	48526377	1	48519879	48532875
AL109659.1	48569592	1	48569306	48569878
SLC5A9	48701336.5	1	48688357	48714316
SPATA6	48849462	1	48761044	48937880
AGBL4	49744056	1	48998527	50489585
BEND5	49217918	1	49193195	49242641
AL645730.2	50460932	1	50459990	50461874
ELAVL4	50591572	1	50513686	50669458
RP11-567C20.3	50680277.5	1	50671754	50688801
DMRTA2	50886197	1	50883222	50889172
FAF1	51164317.5	1	50902700	51425935
CDKN2C	51433361	1	51426417	51440305
C1orf185	51590825.5	1	51567893	51613758
RP11-296A18.3	51680767.5	1	51660765	51700770
RNF11	51720535	1	51701943	51739127
TTC39A	51781859	1	51752930	51810788
EPS15	51902467.5	1	51819935	51985000
RP11-191G24.1	52005678	1	51984053	52027303
OSBPL9	52153475	1	52042851	52264099
NRD1	52299670	1	52254861	52344479
NRDC	52299736	1	52254863	52344609
RAB3B	52415032	1	52373628	52456436
TXNDC12	52503823	1	52485803	52521843
AL445685.3	52492423.5	1	52485825	52499022
KTI12	52498631.5	1	52497775	52499488
BTF3L4	52539092.5	1	52521797	52556388
ZFYVE9	52710062	1	52607766	52812358
CC2D1B	52821630	1	52811395	52831865
ORC1	52854316	1	52838501	52870131
PRPF38A	52878373.5	1	52870236	52886511
TUT4	52946556.5	1	52873954	53019159
ZCCHC11	52953800.5	1	52888945	53018656
GPX7	53071383.5	1	53068044	53074723
FAM159A	53110876.5	1	53099014	53122739
SHISAL2A	53117185.5	1	53099016	53135355
COA7	53157080.5	1	53150123	53164038
ZYG11B	53242576.5	1	53192139	53293014
ZYG11A	53334426.5	1	53308183	53360670
ECHDC2	53377233	1	53361582	53392884
SCP2	53455138	1	53392901	53517375
PODN	53539449	1	53527724	53551174
SLC1A7	53580577.5	1	53552851	53608304
CPT2	53670985	1	53662101	53679869
C1orf123	53683030	1	53679771	53686289
MAGOH	53698423	1	53692564	53704282
LRP8	53750889	1	53708036	53793742
RP11-117D22.2	53833128.5	1	53832338	53833919
DMRTB1	53929116.5	1	53925072	53933161
GLIS1	54087844.5	1	53971910	54203779
NDC1	54267833	1	54231133	54304533
YIPF1	54336449.5	1	54317392	54355507
DIO1	54366835.5	1	54356912	54376759
HSPB11	54396924.5	1	54382247	54411602
LRRC42	54422795.5	1	54411750	54433841
LDLRAD1	54478415.5	1	54472972	54483859
TMEM59	54505765.5	1	54492354	54519177
TCEANC2	54548724.5	1	54519257	54578192
AL161915.1	54570859	1	54569966	54571752
AL357673.1	54632052.5	1	54598359	54665746
CDCP2	54609042	1	54598641	54619443
CYB5RL	54650516.5	1	54635324	54665709
MRPL37	54670425.5	1	54649714	54691137
SSBP3	54785128.5	1	54691105	54879152
ACOT11	55056397.5	1	55007930	55104865
FAM151A	55082042	1	55074855	55089229
MROH7	55141683	1	55107427	55175939
MROH7-TTC4	55157720	1	55107459	55207981
TTC4	55194912.5	1	55181495	55208330
PARS2	55226379	1	55222571	55230187
TTC22	55256162.5	1	55245385	55266940
LEXM	55289830.5	1	55271736	55307925
C1orf177	55289850	1	55271773	55307927
DHCR24	55334122	1	55315300	55352944
TMEM61	55452215.5	1	55446465	55457966
BSND	55470661.5	1	55463866	55477457
PCSK9	55517873	1	55505221	55530525
USP24	55606409	1	55532032	55680786
RP11-466L17.1	56123692.5	1	56046708	56200677
RP11-90C4.2	56395959	1	56381280	56410638
AC119674.2	56814636	1	56639105	56990167
PPAP2B	57002830	1	56960417	57045243
PLPP3	57035696.5	1	56960419	57110974
PRKAA2	57146001.5	1	57110995	57181008
C1orf168	57234760.5	1	57184475	57285046
FYB2	57234923	1	57184477	57285369
C8A	57352186.5	1	57320479	57383894
C8B	57413348	1	57394883	57431813
DAB1	58236428.5	1	57460451	59012406
OMA1	58946765	1	58881056	59012474
TACSTD2	59042270	1	59041095	59043445
MYSM1	59143087.5	1	59120411	59165764
JUN	59248229.5	1	59246460	59249999
LINC01135	59308049	1	59250830	59365268
FGGY	60019314.5	1	59762310	60276319
HOOK1	60311254	1	60280458	60342050
CYP2J2	60375721	1	60358980	60392462
C1orf87	60496191.5	1	60452941	60539442
RP11-575B7.3	60597949	1	60580545	60615353
RP11-776H12.1	61056042	1	61005919	61106165
RP11-436K8.1	61208279.5	1	61125301	61291258
NFIA	61629698	1	61330931	61928465
TM2D1	62168906.5	1	62146718	62191095
PATJ	62426212.5	1	62208078	62644347
INADL	62418870.5	1	62208147	62629594
L1TD1	62669251.5	1	62660503	62678000
KANK4	62743868	1	62702651	62785085
USP1	62909721.5	1	62901968	62917475
DOCK7	63037004	1	62919969	63154039
ANGPTL3	63067494	1	63063158	63071830
AL138847.1	63074343	1	63073437	63075249
RP11-230B22.1	63165259	1	63154151	63176367
ATG4C	63290495	1	63249806	63331184
RP11-335E6.2	63616872.5	1	63604919	63628826
LINC00466	63718709	1	63655658	63781760
FOXD3	63789754.5	1	63788712	63790797
ALG6	63868739.5	1	63833246	63904233
ITGB3BP	63982916.5	1	63906441	64059392
EFCAB7	64013703.5	1	63989043	64038364
DLEU2L	64014996.5	1	64014586	64015407
PGM1	64092431.5	1	64058947	64125916
ROR1	64443437	1	64239693	64647181
UBE2U	64701180.5	1	64669310	64733051
CACHD1	65047608	1	64936475	65158741
RAVER2	65254846.5	1	65210778	65298915
JAK1	65365549.5	1	65298912	65432187
RP11-182I10.3	65448301.5	1	65437906	65458697
AK4	65655530	1	65613232	65697828
DNAJC6	65797727	1	65713902	65881552
LEPROT	65893980	1	65886270	65901690
LEPR	65996788.5	1	65886335	66107242
PDE4B	66549229.5	1	66258197	66840262
SGIP1	67106524	1	66999066	67213982
TCTEX1D1	67231306	1	67218142	67244470
INSL5	67265181.5	1	67263424	67266939
WDR78	67334569	1	67278568	67390570
MIER1	67422440	1	67390578	67454302
SLC35D1	67492398.5	1	67465015	67519782
C1orf141	67627692	1	67557848	67697536
IL23R	67665126	1	67604590	67725662
IL12RB2	67817910	1	67773047	67862773
SERBP1	67884795.5	1	67873493	67896098
GADD45A	68152382.5	1	68150744	68154021
GNG12	68233149.5	1	68167149	68299150
GNG12-AS1	68483328	1	68297984	68668672
DIRAS3	68514446.5	1	68511579	68517314
WLS	68631479.5	1	68564156	68698803
RPE65	68905073.5	1	68894505	68915642
DEPDC1	68951369.5	1	68939835	68962904
RP11-424D14.1	69586133.5	1	69521579	69650688
LRRC7	70325854.5	1	70034081	70617628
LRRC40	70640895.5	1	70610488	70671303
SRSF11	70695050	1	70671365	70718735
ANKRD13C	70773344	1	70726271	70820417
HHLA3	70835755	1	70820488	70851022
CTH	70891217.5	1	70876901	70905534
RP5-952N6.1	71212143.5	1	71172134	71252153
PTGER3	71415763.5	1	71318036	71513491
ZRANB2	71537977	1	71528974	71546980
ZRANB2-AS2	71625206.5	1	71547005	71703408
NEGR1	72305020	1	71861623	72748417
RP4-660H19.1	73289713.5	1	73214602	73364825
RP4-598G3.1	73788206.5	1	73771851	73804562
RP4-788P17.1	74138081.5	1	74100897	74175266
LRRIQ3	74577785	1	74491699	74663871
FPGT	74681833	1	74663896	74699770
FPGT-TNNI3K	74836998	1	74663919	75010077
TNNI3K	74855598.5	1	74701085	75010112
LRRC53	74956930	1	74935562	74978298
C1orf173	75086608.5	1	75033793	75139424
ERICH3	75086608.5	1	75033795	75139422
CRYZ	75185129	1	75171166	75199092
TYW3	75215599	1	75198836	75232362
LHX8	75610668.5	1	75594119	75627218
SLC44A5	75872308.5	1	75667816	76076801
ACADM	76221646	1	76190032	76253260
RABGGTB	76256323	1	76251882	76260764
MSH4	76320745	1	76262567	76378923
ASB17	76391337	1	76384558	76398116
RP11-550H2.2	76519644.5	1	76507374	76531915
ST6GALNAC3	76820345	1	76540404	77100286
RP11-415A20.1	77234380.5	1	77223807	77244954
ST6GALNAC5	77432261	1	77333126	77531396
PIGK	77619895	1	77554675	77685115
AK5	77886695	1	77747736	78025654
AC118549.1	78088602.5	1	78028101	78149104
ZZZ3	78089264	1	78030183	78148345
USP33	78193604.5	1	78161672	78225537
FAM73A	78294707.5	1	78245307	78344108
MIGA1	78295266.5	1	78245309	78345224
NEXN	78381889	1	78354198	78409580
FUBP1	78427267	1	78409740	78444794
DNAJB4	78464253.5	1	78444859	78483648
GIPC2	78524679.5	1	78445226	78604133
RP11-183M13.1	78727428.5	1	78695281	78759576
PTGFR	78887501	1	78769568	79005434
IFI44L	79098718.5	1	79085607	79111830
IFI44	79122622	1	79115481	79129763
ELTD1	79413926	1	79355447	79472405
ADGRL4	79413926	1	79355449	79472403
RP5-887A10.1	81056956.5	1	81001438	81112475
ADGRL2	82114982.5	1	81771845	82458120
LPHN2	82361981	1	82266080	82457882
RP11-147G16.1	82703860.5	1	82680902	82726819
RP4-601K24.1	83500682	1	83368864	83632500
RP11-475O6.1	84184069	1	84041457	84326681
TTLL7	84397772	1	84330711	84464833
PRKACB	84623963	1	84543745	84704181
SAMD13	84809844.5	1	84764049	84855640
DNASE2B	84872458	1	84864215	84880701
RPF1	84954207.5	1	84944942	84963473
GNG5	84968128	1	84964008	84972248
SPATA1	85001930	1	84971983	85031877
CTBS	85027726	1	85015289	85040163
C1orf180	85097308	1	85093911	85100705
SSX2IP	85132938	1	85109390	85156486
LPAR3	85318090.5	1	85277285	85358896
MCOLN2	85427031	1	85391266	85462796
WDR63	85531825.5	1	85464830	85598821
MCOLN3	85498973.5	1	85483765	85514182
SYDE2	85644642.5	1	85622556	85666729
C1orf52	85720495.5	1	85715636	85725355
BCL10	85737023	1	85731459	85742587
AL590113.1	85750324.5	1	85750291	85750358
DDAH1	85914105	1	85784164	86044046
CYR61	86048044.5	1	86046444	86049645
ZNHIT6	86144611	1	86115106	86174116
COL24A1	86408771	1	86194916	86622626
ODF2L	86837266	1	86812507	86862025
CLCA2	86906005	1	86889769	86922241
CLCA1	86950011.5	1	86934051	86965972
CLCA4	87029599	1	87012761	87046437
RP4-651E10.4	87097875	1	87036862	87158888
SH3GLB1	87192060	1	87170253	87213867
SELENOF	87354117.5	1	87328128	87380107
SEP15	87354090	1	87328130	87380050
HS2ST1	87478006	1	87380331	87575681
RP5-1052I5.2	87546788	1	87458690	87634886
AC093155.3	87546789.5	1	87458692	87634887
LMO4	87804378.5	1	87794151	87814606
RP4-544H6.2	87828272.5	1	87819205	87837340
RP5-1027O11.1	88368494.5	1	88365590	88371399
RP11-76N22.2	89077041.5	1	89003194	89150889
PKN2	89225921.5	1	89149905	89301938
GTF2B	89338121	1	89318615	89357627
KYAT3	89430046	1	89401456	89458636
CCBL2	89430051.5	1	89401497	89458606
RBMXL1	89451891	1	89445139	89458643
GBP3	89480463	1	89472349	89488577
GBP1	89524522.5	1	89518002	89531043
GBP2	89593977	1	89571815	89616139
GBP7	89619578.5	1	89597434	89641723
GBP4	89655723	1	89646831	89664615
GBP5	89731560	1	89724633	89738487
GBP6	89840818.5	1	89829617	89852020
GBP1P1	89881865.5	1	89873236	89890495
LRRC8B	90026909	1	89990395	90063423
RP5-1007M22.2	90095063	1	90091818	90098308
LRRC8C	90167046.5	1	90098631	90235462
AC093423.3	90248754	1	90098699	90398809
LRRC8D	90344371.5	1	90286573	90402170
ZNF326	90480880.5	1	90460671	90501090
RP5-827O9.1	90987748	1	90976465	90999031
BARHL2	91179945	1	91177096	91182794
RP4-665J23.1	91282807.5	1	91248541	91317074
ZNF644	91434342	1	91380855	91487829
HFM1	91798374.5	1	91726323	91870426
CDC7	91978885.5	1	91966450	91991321
TGFBR3	92258896	1	92145900	92371892
BRDT	92447455.5	1	92414928	92479983
EPHX4	92512316	1	92495539	92529093
SETSIP	92540544	1	92540090	92540998
BTBD8	92598072	1	92545862	92650282
KIAA1107	92641444.5	1	92632607	92650282
C1orf146	92697433.5	1	92683497	92711370
GLMN	92738251.5	1	92711959	92764544
RPAP2	92816067.5	1	92764522	92867613
GFI1	92946376	1	92940319	92952433
EVI5	93116107	1	92974253	93257961
RPL5	93302510.5	1	93297540	93307481
FAM69A	93362686.5	1	93298294	93427079
MTF2	93574715	1	93544792	93604638
TMED5	93630792	1	93615299	93646285
CCDC18	93694881.5	1	93645476	93744287
RP4-717I23.3	93770892	1	93730200	93811584
DR1	93823250	1	93811445	93835055
FNBP1L	93966953	1	93913688	94020218
BCAR3	94170024.5	1	94027343	94312706
DNTTIP2	94338656.5	1	94331839	94345474
GCLM	94362886.5	1	94350761	94375012
ABCA4	94522539.5	1	94458391	94586688
ARHGAP29	94677584	1	94614544	94740624
RP11-148B18.4	94787080	1	94784033	94790127
ABCD3	94934116.5	1	94884011	94984222
F3	95001068.5	1	94994781	95007356
LINC01057	95204463	1	95123087	95285839
SLC44A3	95323350	1	95285898	95360802
CNN3	95377669.5	1	95362505	95392834
RP4-639F20.1	95411205	1	95393582	95428828
ALG14	95489232	1	95439963	95538501
TMEM56	95623028.5	1	95582894	95663163
TMEM56-RWDD3	95648130	1	95583479	95712781
RWDD3	95706246	1	95699711	95712781
RP5-898J17.1	96779653	1	96719623	96839683
PTBP2	97238257.5	1	97187221	97289294
DPYD	98001927.5	1	97543299	98460556
MIR137HG	98511262.5	1	98510796	98511729
RP5-1070A16.1	98707258.5	1	98676301	98738216
SNX7	99176656.5	1	99127257	99226056
PLPPR5	99413194.5	1	99355801	99470588
LPPR5	99413488.5	1	99356526	99470451
RP5-896L10.1	99542120	1	99469830	99614410
LPPR4	99752327.5	1	99729507	99775148
PLPPR4	99752327.5	1	99729509	99775146
RP11-413P11.1	99968771	1	99937969	99999573
PALMD	100135798	1	100111499	100160097
FRRS1	100203187.5	1	100174188	100232187
AGL	100352609.5	1	100315640	100389579
SLC35A3	100468050	1	100434907	100501193
AC118553.2	100492222	1	100435567	100548877
HIAT1	100526293	1	100503651	100548935
MFSD14A	100526293	1	100503653	100548933
SASS6	100573815	1	100549119	100598511
TRMT13	100607379.5	1	100598706	100616053
LRRC39	100628917	1	100614005	100643829
DBT	100683932.5	1	100652475	100715390
RTCA	100745044	1	100731763	100758325
CDC14A	100898195.5	1	100810557	100985834
GPR88	101005633.5	1	101003693	101007574
VCAM1	101194949.5	1	101185298	101204601
EXTL2	101349741	1	101337928	101361554
SLC30A7	101404470.5	1	101361632	101447309
DPH5	101473411.5	1	101455179	101491644
AC093157.1	101456707	1	101455761	101457653
RP11-421L21.3	101545518.5	1	101538214	101552823
S1PR1	101705845	1	101702421	101709269
RP11-157N3.1	101835732	1	101815603	101855861
OLFM3	102365358	1	102268130	102462586
RP11-202K23.1	102760240.5	1	102665293	102855188
RP5-936J12.1	103274138	1	103228876	103319400
COL11A1	103458225.5	1	103342023	103574428
RNPC3	104083087	1	104068313	104097861
AMY2B	104109296.5	1	104096437	104122156
AMY2A	104163917.5	1	104159433	104168402
AMY1A	104202544	1	104197912	104207176
AMY1B	104234669.5	1	104230037	104239302
AMY1C	104297170	1	104293028	104301312
RP11-364B6.1	104617677	1	104615643	104619711
RP11-24P14.1	106482881	1	106470244	106495518
RP5-947P14.1	106621495	1	106615867	106627123
RP11-233E12.1	107370825	1	107360859	107380791
PRMT6	107604779.5	1	107599301	107610258
NTNG1	107854354.5	1	107682629	108026080
VAV3	108310774	1	108113782	108507766
VAV3-AS1	108522147	1	108507063	108537231
SLC25A24	108710064.5	1	108676658	108743471
NBPF4	108776333	1	108765963	108786703
SLC25A24P1	108848020	1	108815563	108880477
NBPF6	109003264	1	108992904	109013624
FAM102B	109145116.5	1	109102711	109187522
HENMT1	109197530	1	109190912	109204148
PRPF38B	109239685	1	109234945	109244425
FNDC7	109270320.5	1	109255279	109285362
STXBP3	109320722	1	109289296	109352148
AKNAD1	109379685	1	109358520	109400850
AL449266.1	109443194	1	109380282	109506106
GPSM2	109447569.5	1	109417972	109477167
CLCC1	109489104.5	1	109472130	109506079
WDR47	109548785.5	1	109512836	109584735
TAF13	109611866	1	109605108	109618624
TMEM167B	109635990.5	1	109632425	109639556
C1orf194	109652526	1	109648573	109656479
KIAA1324	109702852	1	109656301	109749403
SARS	109768665.5	1	109756540	109780791
CELSR2	109805506.5	1	109792641	109818372
PSRC1	109823993	1	109822178	109825808
MYBPHL	109842325	1	109834987	109849663
SORT1	109896381.5	1	109852190	109940573
PSMA5	109955351	1	109941653	109969049
SYPL2	110017004.5	1	110009250	110024759
ATXN7L2	110030763.5	1	110026101	110035426
CYB561D1	110041114	1	110036674	110045554
AMIGO1	110049578.5	1	110046797	110052360
GPR61	110086761	1	110082494	110091028
GNAI3	110126088	1	110091233	110160943
GNAT2	110154220	1	110145889	110162551
AMPD2	110166699.5	1	110158726	110174673
GSTM4	110208080.5	1	110198703	110217458
GSTM2	110231408.5	1	110210644	110252173
GSTM1	110241048.5	1	110230436	110251661
GSTM5	110286226	1	110254402	110318050
GSTM3	110280107	1	110276554	110283660
EPS8L3	110299675.5	1	110292702	110306649
CSF1	110463239	1	110452864	110473614
AHCYL1	110546835.5	1	110527308	110566363
STRIP1	110595731	1	110574199	110617263
ALX3	110607969	1	110602616	110613322
UBL4B	110655828.5	1	110655090	110656567
SLC6A17	110718966	1	110693108	110744824
KCNC4	110789843.5	1	110753965	110825722
RP5-1074L1.1	110855395	1	110828995	110881795
RBM15	110885215.5	1	110881128	110889303
SLC16A4	110919587	1	110905470	110933704
LAMTOR5	110947217.5	1	110943871	110950564
LAMTOR5-AS1	110963128.5	1	110951273	110974984
PROK1	110996899	1	110993822	110999976
RP11-470L19.2	111031591	1	111030300	111032882
KCNA10	111060818	1	111059839	111061797
KCNA2	111118277.5	1	111062459	111174096
KCNA3	111216371	1	111215087	111217655
CD53	111428180	1	111413810	111442550
LRIF1	111498254	1	111489807	111506701
DRAM2	111671396.5	1	111659955	111682838
CEPT1	111704986.5	1	111682249	111727724
DENND2D	111738476.5	1	111729796	111747157
CHI3L2	111764727.5	1	111743393	111786062
CHIAP2	111825705.5	1	111822679	111828732
CHIA	111848336	1	111833484	111863188
PIFO	111892272.5	1	111888910	111895635
PGCP1	111929807	1	111927139	111932475
OVGP1	111963667.5	1	111956936	111970399
WDR77	111987255	1	111982512	111991998
ATP5PB	111998440.5	1	111991486	112005395
ATP5F1	111998476.5	1	111991556	112005397
C1orf162	112018774	1	112016414	112021134
TMIGD3	112066277	1	112025970	112106584
ADORA3	112044216.5	1	112042051	112046382
RAP1A	112172076.5	1	112084840	112259313
INKA2	112252649	1	112223252	112282046
AL049557.1	112281566	1	112264686	112298446
DDX20	112304252.5	1	112297867	112310638
KCND3	112422530.5	1	112313284	112531777
RP5-965F6.2	112811503	1	112719854	112903152
CTTNBP2NL	112972440.5	1	112938803	113006078
WNT2B	113040975	1	113009163	113072787
ST7L	113114793.5	1	113066140	113163447
CAPZA1	113188018	1	113161795	113214241
MOV10	113229565.5	1	113215763	113243368
RHOC	113246892	1	113243728	113250056
AL603832.3	113249645.5	1	113245236	113254055
PPM1J	113255357.5	1	113252616	113258099
FAM19A3	113266449	1	113263041	113269857
